ProductCategory,ProductType,ProductGroup,SalesMethod,Country,City,StaffName,Position,ReasonDescription,ReturnedDate,ReturnQuantity,Province
Team Sports,Hockey,Ice Hockey Equipment,Web,United Kingdom,London,James Ross-Hythe,Level 3 Sales Representative,Defective product,2011-06-24,4,East Sussex
Team Sports,Hockey,Ice Hockey Equipment,Web,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Incomplete product,2010-06-20,4,Edinburgh
Team Sports,Hockey,Ice Hockey Equipment,Web,United States,Seattle,Audrey Lastman,Level 3 Sales Representative,Wrong product ordered,2011-02-18,60,Eilean Siar
Team Sports,Hockey,Ice Hockey Goals and Nets,Catalog,Sweden,Kista,Irene Engelbrektsson,Level 2 Sales Representative,Incomplete product,2011-11-08,6,Enfield
Team Sports,Hockey,Ice Hockey Goals and Nets,Store,Germany,München,Björn Winkler,Level 3 Sales Representative,Defective product,2010-11-17,6,Essex
Team Sports,Hockey,Ice Hockey Goals and Nets,Store,Japan,Tokyo,Genzo Imori,Level 3 Sales Representative,Unsatisfactory product,2011-03-02,18,Falkirk
Team Sports,Hockey,Ice Hockey Goals and Nets,Store,Mexico,Distrito Federal,Ana Orozco,Level 2 Sales Representative,Defective product,2010-01-17,2,Fermanagh
Team Sports,Hockey,Ice Hockey Goals and Nets,Store,United States,Seattle,Audrey Lastman,Level 3 Sales Representative,Defective product,2010-04-08,2,Fife
Team Sports,Hockey,Ice Hockey Goals and Nets,Web,Austria,Wien,Sabine Grüner,Level 3 Sales Representative,Incomplete product,2011-12-08,2,Flintshire
Team Sports,Hockey,Ice Hockey Goals and Nets,Web,France,Lyon,Florence Martin,Level 2 Sales Representative,Incomplete product,2011-05-20,10,Gateshead
Team Sports,Hockey,Ice Hockey Goals and Nets,Web,Germany,Hamburg,Gunter Erler,Level 2 Sales Representative,Wrong product ordered,2010-04-13,54,Glasgow
Team Sports,Hockey,Ice Hockey Goals and Nets,Web,Netherlands,Amsterdam,Ellen Shapiro,Level 2 Sales Representative,Unsatisfactory product,2009-09-18,28,Gloucestershire
Team Sports,Hockey,Ice Hockey Goals and Nets,Web,United Kingdom,London,James Ross-Hythe,Level 3 Sales Representative,Defective product,2011-06-19,2,Greenwich
Team Sports,Hockey,Ice Hockey Goals and Nets,Web,United States,Seattle,Ashley McCormick,Level 2 Sales Representative,Defective product,2009-01-31,2,Gwynedd
Team Sports,Hockey,Ice Hockey Sticks,Catalog,Belgium,Heverlee,Yvette Lattrez,Level 3 Sales Representative,Incomplete product,2010-07-15,2,Hackney
Team Sports,Hockey,Ice Hockey Sticks,Catalog,United Kingdom,Birmingham,Emily Browne,Level 2 Sales Representative,Incomplete product,2010-10-18,6,Halton
Team Sports,Hockey,Ice Hockey Sticks,Store,Australia,Melbourne,Dave Smythe,Level 1 Sales Representative,Defective product,2010-05-13,4,Hammersmith and Fulham
Team Sports,Hockey,Ice Hockey Sticks,Store,Brazil,São Paulo,Eduardo Guimarães,Level 2 Sales Representative,Defective product,2010-06-08,18,Hampshire
Team Sports,Hockey,Ice Hockey Sticks,Store,Canada,Toronto,Donald Chow,Level 3 Sales Representative,Wrong product shipped,2009-08-12,208,Haringey
Team Sports,Hockey,Ice Hockey Sticks,Store,Finland,Kuopio,Helena Lindholm,Level 3 Sales Representative,Wrong product ordered,2010-07-26,60,Harrow
Team Sports,Hockey,Ice Hockey Sticks,Store,France,Paris,Émile Clermont,Level 1 Sales Representative,Defective product,2009-04-06,14,Hartlepool
Team Sports,Hockey,Ice Hockey Sticks,Store,Italy,Milano,Silvano Allessori,Level 2 Sales Representative,Incomplete product,2009-04-29,6,Havering
Team Sports,Hockey,Ice Hockey Sticks,Store,Netherlands,Amsterdam,Ellen Shapiro,Level 2 Sales Representative,Unsatisfactory product,2011-04-10,112,Herefordshire
Team Sports,Hockey,Ice Hockey Sticks,Store,Spain,Bilbao,Tomás Iglesias,Level 2 Sales Representative,Defective product,2009-11-22,6,Hertfordshire
Team Sports,Hockey,Ice Hockey Sticks,Store,Sweden,Kista,Irene Engelbrektsson,Level 2 Sales Representative,Defective product,2010-05-07,6,Highland
Team Sports,Hockey,Ice Hockey Sticks,Store,Sweden,Kista,Irene Engelbrektsson,Level 2 Sales Representative,Incomplete product,2009-10-24,4,Hillingdon
Team Sports,Hockey,Ice Hockey Sticks,Store,United Kingdom,London,Humphrey Willoughby,Level 2 Sales Representative,Defective product,2009-05-30,6,Hounslow
Team Sports,Hockey,Ice Hockey Sticks,Store,United Kingdom,London,James Ross-Hythe,Level 3 Sales Representative,Incomplete product,2010-09-07,4,Inverclyde
Team Sports,Hockey,Ice Hockey Sticks,Store,United States,Los Angeles,Valerie Cohen,Level 2 Sales Representative,Defective product,2009-10-11,4,Isle of Wight
Team Sports,Hockey,Ice Hockey Sticks,Web,United Kingdom,Birmingham,Emily Browne,Level 2 Sales Representative,Wrong product ordered,2009-12-14,60,Isles of Scilly
Team Sports,Hockey,Ice Hockey Sticks,Web,United States,Seattle,Bart Scott,Level 2 Sales Representative,Wrong product ordered,2011-10-26,60,Islington
Team Sports,Hockey,Ice Skates,Store,Austria,Wien,Sabine Grüner,Level 3 Sales Representative,Wrong product ordered,2010-04-12,32,Kensington and Chelsea
Team Sports,Hockey,Ice Skates,Store,Canada,Calgary,Harold Townsend,Level 3 Sales Representative,Wrong product shipped,2011-12-22,128,Kent
Team Sports,Hockey,Ice Skates,Store,Italy,Milano,Silvano Allessori,Level 2 Sales Representative,Unsatisfactory product,2009-04-14,36,Kingston upon Hull
Team Sports,Hockey,Ice Skates,Store,Italy,Milano,Silvano Allessori,Level 2 Sales Representative,Wrong product shipped,2009-08-28,30,Kingston upon Thames
Team Sports,Hockey,Ice Skates,Store,United States,Boston,Eric Carson,Level 2 Sales Representative,Unsatisfactory product,2011-04-19,24,Kirklees
Team Sports,Hockey,Ice Skates,Web,Brazil,São Paulo,Eduardo Guimarães,Level 2 Sales Representative,Defective product,2011-01-30,10,Knowsley
Team Sports,Hockey,Ice Skates,Web,Spain,Bilbao,Yolanda Torres,Level 3 Sales Representative,Wrong product shipped,2010-07-06,22,Lambeth
Team Sports,Hockey,Ice Skates,Web,United Kingdom,London,James Ross-Hythe,Level 3 Sales Representative,Wrong product shipped,2010-03-25,28,Lancashire
Team Sports,Hockey,Ice Skates,Web,United States,Los Angeles,Valerie Cohen,Level 2 Sales Representative,Defective product,2010-07-21,2,Larne
Team Sports,Hockey,Pucks/Balls,Catalog,Austria,Wien,Willi Seefelder,Level 2 Sales Representative,Wrong product shipped,2010-09-22,64,Leeds
Team Sports,Hockey,Pucks/Balls,Catalog,France,Lyon,Daniel Turpin,Level 2 Sales Representative,Unsatisfactory product,2009-04-07,194,Leicester
Team Sports,Hockey,Pucks/Balls,Store,Austria,Wien,Willi Seefelder,Level 2 Sales Representative,Defective product,2010-08-15,8,Leicestershire
Team Sports,Hockey,Pucks/Balls,Store,Belgium,Heverlee,Yvette Lattrez,Level 3 Sales Representative,Defective product,2011-08-29,6,Lewisham
Team Sports,Hockey,Pucks/Balls,Store,Netherlands,Amsterdam,Maria Laponder,Level 3 Sales Representative,Wrong product ordered,2011-10-20,172,Limavady
Team Sports,Hockey,Pucks/Balls,Store,Spain,Bilbao,Yolanda Torres,Level 3 Sales Representative,Defective product,2011-08-15,4,Lincolnshire
Team Sports,Hockey,Pucks/Balls,Store,Sweden,Kista,Bengt Gradin,Level 1 Sales Representative,Defective product,2010-12-19,6,Lisburn
Team Sports,Hockey,Pucks/Balls,Store,Sweden,Kista,Bengt Gradin,Level 1 Sales Representative,Incomplete product,2010-04-12,78,Liverpool
Team Sports,Hockey,Pucks/Balls,Store,Sweden,Kista,Irene Engelbrektsson,Level 2 Sales Representative,Incomplete product,2009-04-17,4,Luton
Team Sports,Hockey,Pucks/Balls,Store,Sweden,Kista,Irene Engelbrektsson,Level 2 Sales Representative,Incomplete product,2010-01-23,80,Magherafelt
Team Sports,Hockey,Pucks/Balls,Store,United States,Los Angeles,Janice Thomas,Level 1 Sales Representative,Incomplete product,2009-05-25,6,Manchester
Team Sports,Hockey,Pucks/Balls,Store,United States,Los Angeles,Lowell Johnson,Level 2 Sales Representative,Incomplete product,2010-04-10,52,Medway
Team Sports,Hockey,Pucks/Balls,Web,Brazil,São Paulo,Eduardo Guimarães,Level 2 Sales Representative,Incomplete product,2009-11-16,252,Merseyside
Team Sports,Hockey,Pucks/Balls,Web,Mexico,Distrito Federal,Gabriela Rojas,Level 2 Sales Representative,Incomplete product,2010-01-02,68,Merthyr Tydfil
Team Sports,Hockey,Pucks/Balls,Web,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Defective product,2010-06-14,2,Merton
Team Sports,Hockey,Pucks/Balls,Web,United States,Boston,Rhonda Cummings,Level 2 Sales Representative,Defective product,2011-12-11,4,Middlesbrough
Team Sports,Hockey,Roller Hockey Apparel,Catalog,Sweden,Kista,Anders Nilsson,Level 2 Sales Representative,Defective product,2010-05-18,2,Midlothian
Team Sports,Hockey,Roller Hockey Apparel,Store,Canada,Toronto,Carole Claudel,Level 2 Sales Representative,Unsatisfactory product,2010-01-08,88,Milton Keynes
Team Sports,Hockey,Roller Hockey Apparel,Store,Italy,Milano,Alessandra Torta,Level 3 Sales Representative,Defective product,2010-05-18,2,Monmouthshire
Team Sports,Hockey,Roller Hockey Apparel,Store,Netherlands,Amsterdam,Maria Laponder,Level 3 Sales Representative,Defective product,2011-05-16,8,Moray
Team Sports,Hockey,Roller Hockey Apparel,Store,Sweden,Kista,Irene Engelbrektsson,Level 2 Sales Representative,Defective product,2009-07-02,2,Moyle
Team Sports,Hockey,Roller Hockey Apparel,Store,Sweden,Kista,Irene Engelbrektsson,Level 2 Sales Representative,Defective product,2011-09-09,2,Neath Port Talbot
Team Sports,Hockey,Roller Hockey Apparel,Store,United Kingdom,London,James Ross-Hythe,Level 3 Sales Representative,Incomplete product,2010-06-08,4,Newcastle upon Tyne
Team Sports,Hockey,Roller Hockey Apparel,Store,United Kingdom,London,James Ross-Hythe,Level 3 Sales Representative,Incomplete product,2011-11-26,4,Newham
Team Sports,Hockey,Roller Hockey Apparel,Web,Canada,Toronto,Brendon Pike,Level 1 Sales Representative,Defective product,2010-12-02,24,Newport
Team Sports,Hockey,Roller Hockey Apparel,Web,Finland,Kuopio,Helena Lindholm,Level 3 Sales Representative,Unsatisfactory product,2010-04-03,48,Newry and Mourne
Team Sports,Hockey,Roller Hockey Apparel,Web,Sweden,Kista,Bengt Gradin,Level 1 Sales Representative,Incomplete product,2010-05-11,2,Newtownabbey
Team Sports,Hockey,Roller Hockey Equipment,Store,Canada,Toronto,Donald Chow,Level 3 Sales Representative,Defective product,2009-03-11,8,Norfolk
Team Sports,Hockey,Roller Hockey Equipment,Store,Germany,Hamburg,Gunter Erler,Level 2 Sales Representative,Incomplete product,2011-11-25,4,North Ayshire
Team Sports,Hockey,Roller Hockey Equipment,Store,Mexico,Distrito Federal,Ana Orozco,Level 2 Sales Representative,Incomplete product,2009-03-01,2,North Down
Team Sports,Hockey,Roller Hockey Equipment,Store,United Kingdom,London,James Ross-Hythe,Level 3 Sales Representative,Defective product,2011-11-17,2,North East Lincolnshire
Team Sports,Hockey,Roller Hockey Equipment,Web,Australia,Melbourne,John Sinden,Level 3 Sales Representative,Incomplete product,2011-06-11,10,North Lanarkshire
Team Sports,Hockey,Roller Hockey Equipment,Web,Canada,Toronto,Donald Chow,Level 3 Sales Representative,Wrong product ordered,2011-09-03,90,North Lincolnshire
Team Sports,Hockey,Roller Hockey Goals and Nets,Catalog,Germany,Hamburg,Elsbeth Wiesinger,Level 2 Sales Representative,Unsatisfactory product,2009-12-03,66,North Somerset
Team Sports,Hockey,Roller Hockey Goals and Nets,Store,Austria,Wien,Sabine Grüner,Level 3 Sales Representative,Defective product,2010-07-07,4,North Tyneside
Team Sports,Hockey,Roller Hockey Goals and Nets,Store,Belgium,Heverlee,Giele Laermans,Level 1 Sales Representative,Incomplete product,2010-05-19,2,North Yorkshire
Team Sports,Hockey,Roller Hockey Goals and Nets,Web,Australia,Melbourne,Jake Cartel,Level 2 Sales Representative,Incomplete product,2011-05-26,2,Northamptonshire
Team Sports,Hockey,Roller Hockey Goals and Nets,Web,United Kingdom,Birmingham,Keith Reed,Level 1 Sales Representative,Unsatisfactory product,2011-10-18,38,Northumberland
Team Sports,Hockey,Roller Hockey Sticks,Catalog,Australia,Melbourne,John Sinden,Level 3 Sales Representative,Incomplete product,2010-11-27,2,Nottingham
Team Sports,Hockey,Roller Hockey Sticks,Catalog,Austria,Wien,Sabine Grüner,Level 3 Sales Representative,Defective product,2010-07-09,2,Nottinghamshire
Team Sports,Hockey,Roller Hockey Sticks,Store,Belgium,Heverlee,Yvette Lattrez,Level 3 Sales Representative,Incomplete product,2011-06-07,4,Oldham
Team Sports,Hockey,Roller Hockey Sticks,Store,Mexico,Distrito Federal,Ana Orozco,Level 2 Sales Representative,Wrong product ordered,2010-04-06,48,Omagh
Team Sports,Hockey,Roller Hockey Sticks,Store,Mexico,Distrito Federal,Gabriela Rojas,Level 2 Sales Representative,Defective product,2011-11-07,4,Orkney
Team Sports,Hockey,Roller Hockey Sticks,Store,Netherlands,Amsterdam,Ellen Shapiro,Level 2 Sales Representative,Defective product,2011-08-31,6,Oxfordshire
Team Sports,Hockey,Roller Hockey Sticks,Store,Spain,Bilbao,Yolanda Torres,Level 3 Sales Representative,Wrong product shipped,2009-06-02,42,Pembrokeshire
Team Sports,Hockey,Roller Hockey Sticks,Store,United States,Los Angeles,Dale Fowler,Level 2 Sales Representative,Defective product,2009-07-03,4,Perthshire and Kinross
Team Sports,Hockey,Roller Hockey Sticks,Store,United States,Los Angeles,Dale Fowler,Level 2 Sales Representative,Wrong product shipped,2010-10-26,56,Peterborough
Team Sports,Hockey,Roller Hockey Sticks,Store,United States,Los Angeles,Lowell Johnson,Level 2 Sales Representative,Defective product,2009-10-27,4,Plymouth
Team Sports,Hockey,Roller Hockey Sticks,Web,France,Paris,Élizabeth Michel,Level 3 Sales Representative,Incomplete product,2010-04-06,14,Poole
Team Sports,Hockey,Roller Hockey Sticks,Web,Spain,Bilbao,Yolanda Torres,Level 3 Sales Representative,Unsatisfactory product,2011-08-11,40,Portsmouth
Team Sports,Hockey,Roller Hockey Sticks,Web,Sweden,Kista,Anders Nilsson,Level 2 Sales Representative,Unsatisfactory product,2011-12-20,90,Powys
Team Sports,Hockey,Roller Hockey Sticks,Web,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Defective product,2009-06-03,2,Reading
Team Sports,Hockey,Roller Hockey Sticks,Web,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Unsatisfactory product,2010-11-23,1,Redbridge
Team Sports,Hockey,Roller Hockey Sticks,Web,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Unsatisfactory product,2010-12-07,16,Redcar and Cleveland
Team Sports,Hockey,Roller/Street Hockey Skates,Catalog,France,Paris,Étienne Jauvin,Level 2 Sales Representative,Defective product,2009-10-22,6,Renfrewshire
Team Sports,Hockey,Roller/Street Hockey Skates,Store,Germany,München,Björn Winkler,Level 3 Sales Representative,Defective product,2011-11-10,2,Rhondda Cynon Taff
Team Sports,Hockey,Roller/Street Hockey Skates,Store,Mexico,Distrito Federal,Ana Orozco,Level 2 Sales Representative,Defective product,2011-07-25,2,Richmond upon Thames
Team Sports,Hockey,Roller/Street Hockey Skates,Store,Mexico,Distrito Federal,Ana Orozco,Level 2 Sales Representative,Incomplete product,2010-09-06,2,Rochdale
Team Sports,Hockey,Roller/Street Hockey Skates,Store,Sweden,Kista,Irene Engelbrektsson,Level 2 Sales Representative,Incomplete product,2010-10-05,2,Rotherham
Team Sports,Hockey,Roller/Street Hockey Skates,Web,Brazil,São Paulo,Eduardo Guimarães,Level 2 Sales Representative,Incomplete product,2011-02-04,8,Royal Borough of Windsor and Maidenhead
Team Sports,Hockey,Roller/Street Hockey Skates,Web,Canada,Toronto,Donald Chow,Level 3 Sales Representative,Incomplete product,2010-04-17,12,Rutland
Team Sports,Hockey,Roller/Street Hockey Skates,Web,Canada,Toronto,Donald Chow,Level 3 Sales Representative,Incomplete product,2011-07-27,6,Salford
Team Sports,Soccer,Goalie Gear,Catalog,Sweden,Kista,Bengt Gradin,Level 1 Sales Representative,Wrong product shipped,2010-12-12,44,Sandwell
Team Sports,Soccer,Goalie Gear,Store,Brazil,São Paulo,Eduardo Guimarães,Level 2 Sales Representative,Defective product,2011-01-04,20,Scottish Borders
Team Sports,Soccer,Goalie Gear,Store,Germany,Hamburg,Elsbeth Wiesinger,Level 2 Sales Representative,Defective product,2009-06-16,4,Sefton
Team Sports,Soccer,Goalie Gear,Store,Italy,Milano,Silvano Allessori,Level 2 Sales Representative,Incomplete product,2009-12-03,2,Sheffield
Team Sports,Soccer,Goalie Gear,Store,United States,Boston,Allisia Wilcox,Level 2 Sales Representative,Wrong product ordered,2011-11-13,34,Shetland Islands
Team Sports,Soccer,Goalie Gear,Web,France,Lyon,Florence Martin,Level 2 Sales Representative,Incomplete product,2010-09-10,2,Shropshire
Team Sports,Soccer,Goalie Gear,Web,United Kingdom,London,James Ross-Hythe,Level 3 Sales Representative,Incomplete product,2010-01-07,2,Slough
Team Sports,Soccer,Goalie Gear,Web,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Unsatisfactory product,2010-04-26,32,Solihull
Team Sports,Soccer,Goals and Nets,Store,Belgium,Heverlee,Giele Laermans,Level 1 Sales Representative,Unsatisfactory product,2010-09-03,82,Somerset
Team Sports,Soccer,Goals and Nets,Store,Canada,Toronto,Donald Chow,Level 3 Sales Representative,Wrong product ordered,2010-09-25,388,South Ayrshire
Team Sports,Soccer,Goals and Nets,Store,Spain,Bilbao,Tomás Iglesias,Level 2 Sales Representative,Unsatisfactory product,2010-07-06,64,South Gloucestershire
Team Sports,Soccer,Goals and Nets,Store,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Defective product,2011-06-06,12,South Lanarkshire
Team Sports,Soccer,Goals and Nets,Web,Germany,Hamburg,Gunter Erler,Level 2 Sales Representative,Defective product,2010-04-26,12,South Tyneside
Team Sports,Soccer,Goals and Nets,Web,Sweden,Kista,Irene Engelbrektsson,Level 2 Sales Representative,Defective product,2010-09-07,8,Southampton
Team Sports,Soccer,Goals and Nets,Web,United Kingdom,London,James Ross-Hythe,Level 3 Sales Representative,Unsatisfactory product,2011-06-15,108,Southend-on-Sea
Team Sports,Soccer,Goals and Nets,Web,United States,Seattle,Ashley McCormick,Level 2 Sales Representative,Unsatisfactory product,2009-10-28,112,Southwark
Team Sports,Soccer,Shin Guards,Store,Brazil,São Paulo,Eduardo Guimarães,Level 2 Sales Representative,Incomplete product,2011-03-28,10,Staffordshire
Team Sports,Soccer,Shin Guards,Store,Spain,Bilbao,Tomás Iglesias,Level 2 Sales Representative,Incomplete product,2009-10-19,4,Stirling
Team Sports,Soccer,Shin Guards,Store,Sweden,Kista,Bengt Gradin,Level 1 Sales Representative,Incomplete product,2010-09-29,4,Stockport
Team Sports,Soccer,Shin Guards,Store,Sweden,Kista,Irene Engelbrektsson,Level 2 Sales Representative,Defective product,2010-05-21,2,Stockton-on-Tees
Team Sports,Soccer,Shin Guards,Store,Switzerland,Zürich,Gianni Vertemati,Level 1 Sales Representative,Incomplete product,2011-05-29,4,Stoke-on-Trent
Team Sports,Soccer,Shin Guards,Store,United States,Seattle,Audrey Lastman,Level 3 Sales Representative,Wrong product ordered,2010-04-10,28,Strabane
Team Sports,Soccer,Shin Guards,Web,Brazil,São Paulo,Eduardo Guimarães,Level 2 Sales Representative,Defective product,2009-02-10,2,Suffolk
Team Sports,Soccer,Shin Guards,Web,Italy,Milano,Silvano Allessori,Level 2 Sales Representative,Unsatisfactory product,2011-07-27,36,Sunderland
Team Sports,Soccer,Shin Guards,Web,Switzerland,Zürich,Gianni Vertemati,Level 1 Sales Representative,Defective product,2011-09-18,4,Surrey
Team Sports,Soccer,Soccer Apparel,Store,Canada,Toronto,Brendon Pike,Level 1 Sales Representative,Defective product,2010-08-19,8,Sutton
Team Sports,Soccer,Soccer Apparel,Store,Canada,Toronto,Donald Chow,Level 3 Sales Representative,Unsatisfactory product,2011-01-03,32,Swansea
Team Sports,Soccer,Soccer Apparel,Store,France,Paris,Élizabeth Michel,Level 3 Sales Representative,Wrong product shipped,2010-08-04,18,Swindon
Team Sports,Soccer,Soccer Apparel,Store,Spain,Bilbao,Yolanda Torres,Level 3 Sales Representative,Defective product,2009-11-09,2,Tameside
Team Sports,Soccer,Soccer Apparel,Store,Spain,Bilbao,Yolanda Torres,Level 3 Sales Representative,Wrong product shipped,2010-08-09,16,Telford and Wrekin
Team Sports,Soccer,Soccer Apparel,Store,Sweden,Kista,Anders Nilsson,Level 2 Sales Representative,Unsatisfactory product,2011-08-24,24,Thurrock
Team Sports,Soccer,Soccer Apparel,Store,Switzerland,Zürich,Frank Jever,Level 3 Sales Representative,Wrong product shipped,2011-10-20,38,Torbay
Team Sports,Soccer,Soccer Apparel,Store,Switzerland,Zürich,Susanne Sommer,Level 2 Sales Representative,Incomplete product,2010-10-10,2,Torfaen
Team Sports,Soccer,Soccer Apparel,Store,United States,Miami,Chad Michaels,Level 3 Sales Representative,Defective product,2009-04-07,2,Tower Hamlets
Team Sports,Soccer,Soccer Apparel,Web,Germany,Hamburg,Elsbeth Wiesinger,Level 2 Sales Representative,Unsatisfactory product,2011-09-01,70,Trafford
Team Sports,Soccer,Soccer Apparel,Web,Germany,München,Björn Winkler,Level 3 Sales Representative,Defective product,2011-10-24,2,Vale of Glamorgan
Team Sports,Soccer,Soccer Balls,Store,Australia,Melbourne,Dave Smythe,Level 1 Sales Representative,Defective product,2011-05-17,8,Wakefield
Team Sports,Soccer,Soccer Balls,Store,Belgium,Heverlee,Yvette Lattrez,Level 3 Sales Representative,Defective product,2011-07-19,4,Walsall
Team Sports,Soccer,Soccer Balls,Store,Canada,Toronto,Donald Chow,Level 3 Sales Representative,Unsatisfactory product,2009-06-08,154,Waltham Forest
Team Sports,Soccer,Soccer Balls,Store,Netherlands,Amsterdam,Maria Laponder,Level 3 Sales Representative,Defective product,2011-11-11,2,Wandsworth
Team Sports,Soccer,Soccer Balls,Web,Italy,Milano,Alessandra Torta,Level 3 Sales Representative,Wrong product ordered,2010-12-14,34,Warrington
Team Sports,Soccer,Soccer Balls,Web,Netherlands,Amsterdam,Jan Haverkamp,Level 2 Sales Representative,Defective product,2011-08-09,2,Warwickshire
Team Sports,Soccer,Soccer Balls,Web,Sweden,Kista,Anders Nilsson,Level 2 Sales Representative,Incomplete product,2011-10-14,2,West Berkshire
Team Sports,Soccer,Soccer Balls,Web,Switzerland,Zürich,Gianni Vertemati,Level 1 Sales Representative,Incomplete product,2011-07-19,4,West Dunbartonshire
Team Sports,Soccer,Soccer Balls,Web,United States,Boston,Eric Carson,Level 2 Sales Representative,Incomplete product,2011-04-27,2,West Lothian
Team Sports,Soccer,Soccer Balls,Web,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Wrong product ordered,2009-06-24,40,West Sussex
Team Sports,Soccer,Soccer Balls,Web,United States,Los Angeles,Lowell Johnson,Level 2 Sales Representative,Defective product,2010-04-11,2,Westminster
Team Sports,Soccer,Soccer Balls,Web,United States,Seattle,Ashley McCormick,Level 2 Sales Representative,Defective product,2011-04-19,2,Wigan
Team Sports,Soccer,Soccer Cleats,Store,Canada,Toronto,Samantha Pierce,Level 2 Sales Representative,Defective product,2009-01-22,4,Wiltshire
Team Sports,Soccer,Soccer Cleats,Store,Finland,Kuopio,Helena Lindholm,Level 3 Sales Representative,Defective product,2010-11-16,2,Wirral
Team Sports,Soccer,Soccer Cleats,Store,Germany,Hamburg,Elsbeth Wiesinger,Level 2 Sales Representative,Defective product,2011-02-16,8,Wokingham
Team Sports,Soccer,Soccer Cleats,Store,Sweden,Kista,Anders Nilsson,Level 2 Sales Representative,Wrong product ordered,2011-04-12,24,Wolverhampton
Team Sports,Soccer,Soccer Cleats,Store,United States,Los Angeles,Lowell Johnson,Level 2 Sales Representative,Incomplete product,2010-06-11,2,Worcestershire
Team Sports,Soccer,Soccer Cleats,Web,Canada,Toronto,Brendon Pike,Level 1 Sales Representative,Wrong product ordered,2011-11-27,48,Wrexham
Team Sports,Soccer,Soccer Cleats,Web,United States,Los Angeles,Lowell Johnson,Level 2 Sales Representative,Defective product,2010-09-13,2,York
Team Sports,Soccer,Soccer Cleats,Web,United States,Los Angeles,Margaret Lewiston,Level 2 Sales Representative,Unsatisfactory product,2011-07-15,18,Aberdeen
