Employe,Matricule,Nom,Prenom,Departement,Poste,Sexe,DateNaissance,Statut Marital,Formation,Deplacement,Pays,Distance Domicile lieu de travail,Salaire,Stocks Option,Heures Sup,Nombre employeurs precedents,Nombre annees de travail,Anciennete,Anciennete dans le poste actuel,Changement de poste en annees,Derniere augmentation,Nombre de formations 2015
1.000000,"10728","VOUILLEMIN","CATHERINE","R&D","Research Scientist","",1998-06-20,"Celibataire","Bac","Sedentaire","France","50 KM",1051.000000,0.000000,"Non",1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10729","VILLEMOT","JOELLE","R&D","Manufacturing Director","1",1962-06-29,"Marie","Bac Plus2","Occasionnel","France","170 KM",10739.000000,1.000000,"Non",8.000000,22.000000,10.000000,7.000000,0.000000,8.000000,2.000000
1.000000,"10730","VILLEMIN","FRANCOISE","R&D","Healthcare Representative","1",1981-06-24,"Marie","Bac Plus3","Occasionnel","France","250 KM",10388.000000,1.000000,"Oui",1.000000,16.000000,16.000000,10.000000,10.000000,1.000000,3.000000
1.000000,"10731","VUILLAUME","PatriceE","R&D","Research Director","1",1986-06-23,"Marie","Bac","Occasionnel","France","80 KM",11416.000000,3.000000,"Oui",0.000000,9.000000,8.000000,7.000000,1.000000,7.000000,4.000000
1.000000,"10732","VAIMBOIS","ELIANE","R&D","Research Scientist","1",1996-06-20,"Celibataire","Bac Plus2","Occasionnel","France","110 KM",2600.000000,0.000000,"Oui",1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10733","VILLAUME","BENEDICTE","R&D","Laboratory Technician","",1986-06-23,"Celibataire","Bac Plus2","Nomade","France","50 KM",2422.000000,0.000000,"Non",0.000000,4.000000,3.000000,2.000000,1.000000,2.000000,3.000000
1.000000,"10734","VILLEMIN","JEAN CLAUDE","R&D","Manufacturing Director","2",1990-06-22,"Marie","Bac","Occasionnel","France","20 KM",5472.000000,0.000000,"Non",1.000000,8.000000,8.000000,7.000000,1.000000,3.000000,2.000000
1.000000,"10735","VAN CAMMEREN","CEDRIC","R&D","Laboratory Technician","2",1994-06-21,"Marie","Sans","Occasionnel","France","80 KM",2451.000000,1.000000,"Non",1.000000,4.000000,4.000000,3.000000,1.000000,1.000000,3.000000
1.000000,"10736","VERMOYAL","PHILIPPE","R&D","Healthcare Representative","2",1968-06-27,"Inc","Bac Plus2","Occasionnel","France","60 KM",4240.000000,0.000000,"Non",2.000000,19.000000,2.000000,2.000000,2.000000,2.000000,0.000000
1.000000,"10737","VUILLAUME","MARTINE","R&D","Healthcare Representative","1",1968-06-27,"Celibataire","Bac Plus3","Occasionnel","France","40 KM",10999.000000,0.000000,"Non",7.000000,27.000000,15.000000,11.000000,4.000000,8.000000,3.000000
1.000000,"10738","VERMION","MADELEINE","R&D","Manufacturing Director","1",1975-06-26,"Celibataire","Bac","Occasionnel","France","70 KM",5003.000000,0.000000,"Non",6.000000,8.000000,2.000000,2.000000,2.000000,1.000000,6.000000
1.000000,"10739","VOLLMAR","JOCELYNE","R&D","Manufacturing Director","1",1977-06-25,"Marie","Sans","Occasionnel","France","10 KM",12742.000000,1.000000,"Non",1.000000,21.000000,21.000000,6.000000,11.000000,8.000000,3.000000
1.000000,"10740","VAMY","DAVID","R&D","Manufacturing Director","2",1989-06-22,"Marie","Bac Plus3","Occasionnel","France","20 KM",4227.000000,1.000000,"Non",0.000000,4.000000,3.000000,2.000000,2.000000,2.000000,2.000000
1.000000,"10741","VUILLEMIN","ANNETTE","R&D","Laboratory Technician","1",1981-06-24,"Marie","Bac Plus2","Occasionnel","France","100 KM",3917.000000,1.000000,"Non",1.000000,3.000000,3.000000,2.000000,1.000000,2.000000,4.000000
1.000000,"10742","VERMAST","VALERIE","Ventes","Manager","1",1974-06-26,"Marie","Bac","Occasionnel","France","50 KM",18303.000000,0.000000,"Non",6.000000,21.000000,1.000000,0.000000,0.000000,0.000000,3.000000
1.000000,"10743","VILLEMET","MARIE THERESE","R&D","Laboratory Technician","1",1966-06-28,"Marie","Bac Plus2","Occasionnel","France","90 KM",2380.000000,0.000000,"Non",4.000000,8.000000,1.000000,0.000000,0.000000,0.000000,5.000000
1.000000,"10744","VERMION","MONIQUE","R&D","Manufacturing Director","1",1957-06-30,"Celibataire","Bac Plus2","Occasionnel","France","20 KM",13726.000000,0.000000,"Oui",3.000000,30.000000,5.000000,3.000000,4.000000,3.000000,4.000000
1.000000,"10745","VOUILLAUME","RACHEL","R&D","Healthcare Representative","1",1979-06-25,"Marie","Bac","Occasionnel","France","110 KM",4777.000000,0.000000,"Non",5.000000,15.000000,1.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10746","VILHEM","JEANINE","R&D","Healthcare Representative","",1961-06-29,"Marie","Bac Plus3","Nomade","France","180 KM",6385.000000,2.000000,"Oui",3.000000,17.000000,8.000000,7.000000,6.000000,7.000000,3.000000
1.000000,"10747","VILLAUME","FRANCOISE","R&D","Research Director","1",1975-06-26,"Marie","Sans","Sedentaire","France","70 KM",19973.000000,2.000000,"Non",1.000000,21.000000,21.000000,16.000000,5.000000,10.000000,3.000000
1.000000,"10748","VILLAUME","RENAUD","Ventes","Sales Executive","2",1978-06-25,"Celibataire","Bac Plus3","Occasionnel","France","30 KM",6861.000000,0.000000,"Oui",8.000000,19.000000,1.000000,0.000000,0.000000,0.000000,1.000000
1.000000,"10749","VILLAUME","FLORIAN","Ventes","Sales Executive","2",1990-06-22,"Celibataire","Bac","Sedentaire","France","290 KM",4969.000000,0.000000,"Non",8.000000,7.000000,2.000000,2.000000,2.000000,2.000000,6.000000
1.000000,"10750","ALVERE MAIGROT","Cecile","Ventes","Manager","1",1964-06-28,"Marie","Sans","Occasionnel","France","20 KM",19845.000000,1.000000,"Non",1.000000,33.000000,32.000000,14.000000,6.000000,9.000000,3.000000
1.000000,"10751","VILHELM","CHRISTIANE","Ventes","Sales Executive","",1972-06-26,"Marie","Bac Plus2","Occasionnel","France","280 KM",13320.000000,1.000000,"Oui",3.000000,23.000000,12.000000,11.000000,11.000000,11.000000,2.000000
1.000000,"10752","Martin","JEAN PIERRE","Ventes","Sales Executive","2",1966-06-28,"Marie","Bac Plus2","Sedentaire","France","10 KM",6347.000000,1.000000,"Non",0.000000,19.000000,18.000000,7.000000,0.000000,13.000000,3.000000
1.000000,"10753","Bernard","FRANCOISE","R&D","Laboratory Technician","1",1980-06-24,"Celibataire","Bac Plus3","Occasionnel","France","160 KM",2743.000000,0.000000,"Non",1.000000,18.000000,17.000000,13.000000,15.000000,14.000000,1.000000
1.000000,"10754","Thomas","VINCENT","R&D","Manufacturing Director","2",1977-06-25,"Celibataire","Bac Plus2","Nomade","France","220 KM",10880.000000,0.000000,"Oui",1.000000,21.000000,21.000000,6.000000,2.000000,8.000000,2.000000
1.000000,"10755","Petit","SIMON","Ventes","Sales Representative","2",1983-06-24,"Celibataire","Sans","Sedentaire","France","80 KM",2342.000000,0.000000,"Non",0.000000,3.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1.000000,"10756","Robert","ANNIE","Ventes","Manager","1",1971-06-27,"Marie","Bac","Occasionnel","France","110 KM",17650.000000,1.000000,"Non",3.000000,26.000000,9.000000,3.000000,1.000000,1.000000,4.000000
1.000000,"10757","Richard","VALERIE","R&D","Laboratory Technician","1",1984-06-23,"Celibataire","Bac Plus3","Sedentaire","France","290 KM",4025.000000,0.000000,"Non",9.000000,10.000000,8.000000,7.000000,7.000000,7.000000,2.000000
1.000000,"10758","Durand","NATHALIE","Ventes","Sales Executive","1",1982-06-24,"Marie","Bac Plus3","Occasionnel","France","10 KM",9725.000000,1.000000,"Non",0.000000,16.000000,15.000000,1.000000,0.000000,9.000000,2.000000
1.000000,"10759","Dubois","sandrine","Ventes","Manager","",1957-06-30,"Marie","Bac","Occasionnel","France","10 KM",11904.000000,1.000000,"Oui",3.000000,14.000000,6.000000,4.000000,0.000000,4.000000,1.000000
1.000000,"10760","Moreau","SIMONE","RH","Human Resources","1",1971-06-27,"Celibataire","Bac Plus3","Occasionnel","France","240 KM",2177.000000,0.000000,"Non",1.000000,6.000000,6.000000,3.000000,0.000000,4.000000,3.000000
1.000000,"10761","Laurent","DENIS","Ventes","Sales Executive","2",1963-06-29,"Marie","Bac Plus2","Nomade","France","20 KM",7525.000000,1.000000,"Non",2.000000,30.000000,15.000000,7.000000,6.000000,12.000000,2.000000
1.000000,"10762","Simon","GERARD","R&D","Laboratory Technician","1",1980-06-24,"Marie","Bac Plus2","Occasionnel","France","150 KM",4834.000000,1.000000,"Non",7.000000,9.000000,1.000000,0.000000,0.000000,0.000000,3.000000
1.000000,"10763","Michel","MICHELE","R&D","Research Scientist","1",1990-06-22,"Marie","Bac Plus2","Nomade","France","20 KM",2042.000000,1.000000,"Oui",6.000000,6.000000,3.000000,2.000000,1.000000,2.000000,2.000000
1.000000,"10764","Lefebvre","SEVERINE","Ventes","Sales Representative","1",1982-06-24,"Marie","Bac Plus3","Occasionnel","France","100 KM",2220.000000,1.000000,"Oui",1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,2.000000
1.000000,"10765","Leroy","PASCAL","Ventes","Sales Representative","2",1988-06-22,"Marie","Sans","Occasionnel","France","100 KM",1052.000000,0.000000,"Non",1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,5.000000
1.000000,"10766","Roux","EVELYNE","R&D","Research Scientist","1",1978-06-25,"Marie","Bac Plus3","Nomade","France","30 KM",2821.000000,1.000000,"Non",3.000000,8.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1.000000,"10767","David","EDITH","R&D","Research Director","1",1966-06-28,"Marie","Bac Plus3","Occasionnel","France","20 KM",19237.000000,1.000000,"Oui",2.000000,29.000000,8.000000,1.000000,7.000000,7.000000,2.000000
1.000000,"10768","Bertrand","JOSETTE","R&D","Healthcare Representative","1",1979-06-25,"Celibataire","Bac Plus2","Occasionnel","France","30 KM",4107.000000,0.000000,"Non",3.000000,8.000000,4.000000,3.000000,0.000000,1.000000,3.000000
1.000000,"10769","Morel","Philippe","Ventes","Sales Executive","1",1976-06-25,"Marie","Bac Plus2","Occasionnel","France","260 KM",8396.000000,1.000000,"Non",1.000000,8.000000,7.000000,7.000000,7.000000,5.000000,3.000000
1.000000,"10770","Fournier","VERONIQUE","R&D","Research Scientist","",1990-06-22,"Marie","Sans","Nomade","France","10 KM",2007.000000,2.000000,"Non",1.000000,5.000000,5.000000,3.000000,1.000000,3.000000,5.000000
1.000000,"10771","Girard","MIREILLE","R&D","Research Director","1",1970-06-27,"Marie","Bac Plus3","Occasionnel","France","10 KM",19627.000000,2.000000,"Non",9.000000,23.000000,2.000000,2.000000,2.000000,2.000000,0.000000
1.000000,"10772","Bonnet","MARIE MADELEINE","Ventes","Sales Executive","1",1962-06-29,"Marie","Bac Plus3","Occasionnel","France","20 KM",10686.000000,1.000000,"Non",6.000000,13.000000,9.000000,4.000000,7.000000,0.000000,4.000000
1.000000,"10773","Dupont","YVETTE","R&D","Research Scientist","1",1960-06-29,"Marie","Bac Plus2","Nomade","France","90 KM",2942.000000,1.000000,"Non",2.000000,18.000000,5.000000,4.000000,0.000000,3.000000,4.000000
1.000000,"10774","Lambert","COLETTE","R&D","Manufacturing Director","1",1980-06-24,"Celibataire","Bac Plus5","Occasionnel","France","120 KM",8858.000000,0.000000,"Non",0.000000,15.000000,14.000000,8.000000,7.000000,8.000000,2.000000
1.000000,"10775","Fontaine","ISABELLE","R&D","Manager","1",1961-06-29,"Celibataire","Sans","Sedentaire","France","20 KM",16756.000000,0.000000,"Non",7.000000,31.000000,9.000000,7.000000,6.000000,2.000000,3.000000
1.000000,"10776","Rousseau","THERESE","Ventes","Sales Executive","1",1973-06-26,"Marie","Bac Plus2","Occasionnel","France","250 KM",10798.000000,1.000000,"Non",5.000000,18.000000,1.000000,0.000000,0.000000,0.000000,5.000000
1.000000,"10777","Vincent","VIVIANE","Ventes","Sales Representative","1",1996-06-20,"Celibataire","Bac Plus2","Nomade","France","90 KM",2323.000000,0.000000,"Oui",1.000000,2.000000,2.000000,2.000000,0.000000,2.000000,3.000000
1.000000,"10778","Muller","FREDERIQUE","R&D","Laboratory Technician","",1995-06-21,"Celibataire","Bac Plus2","Occasionnel","France","100 KM",1416.000000,0.000000,"Non",1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,6.000000
1.000000,"10779","Lefevre","Paul","R&D","Research Scientist","1",1970-06-27,"Marie","Bac Plus3","Occasionnel","France","80 KM",4615.000000,3.000000,"Oui",8.000000,19.000000,16.000000,13.000000,1.000000,7.000000,2.000000
1.000000,"10780","Faure","CELINE","R&D","Research Scientist","1",1965-06-28,"Marie","Bac Plus3","Occasionnel","France","40 KM",2461.000000,3.000000,"Oui",9.000000,18.000000,10.000000,0.000000,2.000000,7.000000,2.000000
1.000000,"10781","Andre","MICHELLE","R&D","Healthcare Representative","1",1988-06-22,"Celibataire","Bac","Sedentaire","France","240 KM",8722.000000,0.000000,"Non",1.000000,10.000000,10.000000,7.000000,1.000000,9.000000,2.000000
1.000000,"10782","Mercier","MICHELINE","R&D","Laboratory Technician","1",1990-06-22,"Marie","Bac","Occasionnel","France","10 KM",3955.000000,2.000000,"Non",1.000000,6.000000,5.000000,3.000000,1.000000,3.000000,2.000000
1.000000,"10783","Blanc","JEANNINE","R&D","Manufacturing Director","1",1986-06-23,"Marie","Bac Plus2","Occasionnel","France","200 KM",9957.000000,1.000000,"Non",0.000000,7.000000,6.000000,2.000000,0.000000,2.000000,1.000000
1.000000,"10784","Guerin","ANDREE","R&D","Research Scientist","1",1975-06-26,"Marie","Bac","Occasionnel","France","70 KM",3376.000000,0.000000,"Non",1.000000,10.000000,10.000000,6.000000,0.000000,8.000000,3.000000
1.000000,"10785","VIMONT","MONICA","R&D","Healthcare Representative","1",1978-06-25,"Marie","Sans","Occasionnel","France","170 KM",8823.000000,1.000000,"Non",0.000000,20.000000,19.000000,9.000000,1.000000,9.000000,4.000000
1.000000,"10786","LAVENTURE LE CAM","YOLKANDE","R&D","Healthcare Representative","1",1976-06-25,"Marie","Bac Plus3","Occasionnel","France","200 KM",10322.000000,1.000000,"Non",4.000000,14.000000,11.000000,10.000000,11.000000,1.000000,6.000000
1.000000,"10787","VERMEERSCH","PATRICK","R&D","Laboratory Technician","2",1989-06-22,"Marie","Bac Plus5","Sedentaire","France","80 KM",4621.000000,3.000000,"Non",1.000000,3.000000,3.000000,2.000000,1.000000,2.000000,4.000000
1.000000,"10788","APAVOU TAMOUDOU ALLAMELOU","PRENOMMARIE-SYLVINE","R&D","Manufacturing Director","1",1961-06-29,"Marie","Sans","Nomade","France","20 KM",10976.000000,1.000000,"Non",3.000000,23.000000,3.000000,2.000000,1.000000,2.000000,4.000000
1.000000,"10789","VERMET","PASCAL","R&D","Research Scientist","2",1988-06-22,"Celibataire","Bac Plus2","Occasionnel","France","100 KM",3660.000000,0.000000,"Non",3.000000,10.000000,8.000000,7.000000,1.000000,7.000000,4.000000
1.000000,"10790","VALMALLE","ANTONY","RH","Human Resources","2",1972-06-26,"Marie","Bac","Occasionnel","France","10 KM",10482.000000,1.000000,"Non",9.000000,24.000000,20.000000,6.000000,3.000000,6.000000,1.000000
1.000000,"10791","VAN PAEPEGHEM","SOLANGE","R&D","Healthcare Representative","1",1983-06-24,"Marie","Bac Plus2","Occasionnel","France","50 KM",7119.000000,1.000000,"Non",4.000000,9.000000,3.000000,2.000000,1.000000,2.000000,2.000000
1.000000,"10792","RIVAL MABON","DOMINIQUE","Ventes","Sales Executive","1",1981-06-24,"Celibataire","Bac Plus2","Occasionnel","France","40 KM",9582.000000,0.000000,"Oui",0.000000,9.000000,8.000000,7.000000,4.000000,7.000000,2.000000
1.000000,"10793","DUVIGOUREUX MORIO","JOSIANNE","R&D","Research Scientist","",1983-06-24,"Celibataire","Bac Plus3","Nomade","France","290 KM",4508.000000,0.000000,"Non",1.000000,14.000000,13.000000,7.000000,3.000000,8.000000,4.000000
1.000000,"10794","VAN RAEMDONCK","MIREILLE","R&D","Laboratory Technician","1",1988-06-22,"Marie","Bac","Occasionnel","France","150 KM",2207.000000,1.000000,"Non",1.000000,4.000000,4.000000,2.000000,2.000000,2.000000,5.000000
1.000000,"10795","VETROMILE","Paul","R&D","Healthcare Representative","1",1982-06-24,"Celibataire","Sans","Nomade","France","30 KM",7756.000000,0.000000,"Non",0.000000,7.000000,6.000000,2.000000,0.000000,4.000000,1.000000
1.000000,"10796","VILHEM","FRANÃOISE","Ventes","Sales Executive","1",1979-06-25,"Marie","Bac Plus3","Occasionnel","France","100 KM",6694.000000,3.000000,"Oui",2.000000,8.000000,1.000000,0.000000,0.000000,0.000000,5.000000
1.000000,"10797","VOMSCHEID","FLORA","R&D","Laboratory Technician","",1991-06-22,"Marie","Sans","Occasionnel","Belgium","40 KM",3691.000000,1.000000,"Oui",1.000000,7.000000,7.000000,7.000000,5.000000,6.000000,3.000000
1.000000,"10798","VUILLAUME","JEAN-PIERRE","R&D","Laboratory Technician","2",1990-06-22,"Marie","Bac Plus2","Occasionnel","Belgium","210 KM",2377.000000,1.000000,"Non",1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
1.000000,"10799","VUILLAUME","CHRISTIAN","R&D","Research Scientist","2",1983-06-24,"Celibataire","Bac Plus2","Occasionnel","Belgium","250 KM",2313.000000,0.000000,"Oui",4.000000,5.000000,2.000000,2.000000,2.000000,2.000000,0.000000
1.000000,"10800","VILMIN","RAYMONDE","R&D","Manager","1",1974-06-26,"Marie","Bac","Occasionnel","Belgium","20 KM",17665.000000,1.000000,"Non",0.000000,23.000000,22.000000,6.000000,13.000000,7.000000,3.000000
1.000000,"10801","VUILLEUMIER","ELIANE","R&D","Laboratory Technician","1",1988-06-22,"Marie","Bac Plus2","Nomade","Belgium","10 KM",2596.000000,2.000000,"Non",1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10802","VINOMACK","MARTINE","Ventes","Sales Executive","",1966-06-28,"Celibataire","Bac Plus3","Nomade","Belgium","10 KM",4728.000000,0.000000,"Oui",3.000000,5.000000,0.000000,0.000000,0.000000,0.000000,4.000000
1.000000,"10803","VANDER MAREN","VRONIQUE","Ventes","Sales Executive","1",1983-06-24,"Marie","Bac Plus2","Nomade","Belgium","70 KM",4302.000000,1.000000,"Non",0.000000,4.000000,3.000000,2.000000,0.000000,2.000000,3.000000
1.000000,"10804","POVEROMO","FABIENNE","R&D","Research Scientist","1",1982-06-24,"Marie","Bac Plus3","Sedentaire","Belgium","30 KM",2979.000000,3.000000,"Non",3.000000,6.000000,0.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10805","VOUILLAUME","Philippe","R&D","Manager","1",1968-06-27,"Celibataire","Bac Plus3","Sedentaire","Belgium","10 KM",16885.000000,0.000000,"Non",2.000000,27.000000,5.000000,4.000000,2.000000,1.000000,3.000000
1.000000,"10806","VILMINT","ANDREE","Ventes","Sales Executive","1",1971-06-27,"Marie","Bac Plus3","Sedentaire","Belgium","90 KM",5593.000000,1.000000,"Non",1.000000,15.000000,15.000000,10.000000,4.000000,12.000000,2.000000
1.000000,"10807","VIERMAIN","JULIEN","R&D","Healthcare Representative","2",1964-06-28,"Celibataire","Bac Plus3","Occasionnel","Belgium","70 KM",10445.000000,0.000000,"Non",7.000000,18.000000,8.000000,6.000000,4.000000,0.000000,4.000000
1.000000,"10808","VUILLAUME","MARIE","Ventes","Sales Executive","1",1978-06-25,"Marie","Bac Plus3","Occasionnel","France","100 KM",8740.000000,2.000000,"Oui",0.000000,9.000000,8.000000,7.000000,2.000000,7.000000,2.000000
1.000000,"10809","SIVIGNON-MULLER ","CHRISTIANE","R&D","Research Scientist","1",1987-06-23,"Marie","Bac Plus3","Occasionnel","France","280 KM",2514.000000,1.000000,"Non",4.000000,11.000000,7.000000,5.000000,1.000000,7.000000,1.000000
1.000000,"10810","VION MANSION","ISABELLE","R&D","Manufacturing Director","1",1988-06-22,"Marie","Bac Plus2","Occasionnel","France","30 KM",7655.000000,3.000000,"Non",0.000000,10.000000,9.000000,7.000000,1.000000,7.000000,3.000000
1.000000,"10811","VANDEMEULEBROUCKE","PATRICIA","Ventes","Manager","",1970-06-27,"Marie","Sans","Occasionnel","France","30 KM",17465.000000,1.000000,"Non",3.000000,23.000000,12.000000,9.000000,4.000000,9.000000,3.000000
1.000000,"10812","VILHEM","LUCIENNE","Ventes","Sales Executive","1",1978-06-25,"Celibataire","Bac","Occasionnel","France","20 KM",7351.000000,0.000000,"Non",7.000000,10.000000,1.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10813","VILMINT","BRICE","R&D","Manufacturing Director","2",1973-06-26,"Marie","Bac Plus2","Nomade","France","270 KM",10820.000000,1.000000,"Non",8.000000,18.000000,8.000000,7.000000,0.000000,1.000000,1.000000
1.000000,"10814","VUILLEMIN","LYLIANE","R&D","Healthcare Representative","",1977-06-25,"Marie","Bac Plus2","Nomade","France","20 KM",12169.000000,3.000000,"Non",7.000000,21.000000,18.000000,7.000000,11.000000,5.000000,4.000000
1.000000,"10815","VERMANDE","DENISE","R&D","Research Director","1",1976-06-25,"Celibataire","Bac Plus2","Occasionnel","France","140 KM",19626.000000,0.000000,"Non",1.000000,21.000000,20.000000,7.000000,4.000000,9.000000,2.000000
1.000000,"10816","VERMESSE","NADINE","R&D","Research Scientist","1",1995-06-21,"Celibataire","Sans","Occasionnel","France","10 KM",2070.000000,0.000000,"Oui",1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,6.000000
1.000000,"10817","DITVAVAVA NSAMBI","Caroline","R&D","Laboratory Technician","1",1977-06-25,"Celibataire","Bac Plus2","Sedentaire","France","90 KM",6782.000000,0.000000,"Non",9.000000,9.000000,5.000000,4.000000,0.000000,3.000000,2.000000
1.000000,"10818","VANRYCKEGHEM","FLORENCE","R&D","Manufacturing Director","1",1980-06-24,"Celibataire","Bac Plus3","Sedentaire","France","180 KM",7779.000000,0.000000,"Non",2.000000,18.000000,11.000000,9.000000,0.000000,9.000000,0.000000
1.000000,"10819","VERMENOT","FRANCOISE","Ventes","Sales Representative","1",1985-06-23,"Marie","Bac Plus2","Nomade","France","200 KM",2791.000000,1.000000,"Non",0.000000,3.000000,2.000000,2.000000,2.000000,2.000000,4.000000
1.000000,"10820","VAREME","THOMAS","R&D","Research Scientist","1",1988-06-22,"Marie","Sans","Occasionnel","France","20 KM",3201.000000,0.000000,"Non",0.000000,6.000000,5.000000,3.000000,0.000000,4.000000,2.000000
1.000000,"10821","VIMEUX","JEANNE","Ventes","Sales Executive","1",1981-06-24,"Marie","Bac","Nomade","France","110 KM",4968.000000,1.000000,"Non",1.000000,5.000000,5.000000,2.000000,0.000000,2.000000,3.000000
1.000000,"10822","VEAU MARANDEL","LAURENCE","Ventes","Sales Executive","1",1967-06-28,"Marie","Bac Plus3","Occasionnel","France","80 KM",13120.000000,1.000000,"Non",6.000000,22.000000,9.000000,8.000000,2.000000,3.000000,3.000000
1.000000,"10823","VROMAN","MATHIAS","R&D","Manufacturing Director","2",1982-06-24,"Celibataire","Bac","Nomade","France","20 KM",4033.000000,0.000000,"Non",2.000000,5.000000,3.000000,2.000000,0.000000,2.000000,3.000000
1.000000,"10824","VANOOTEGHEM","CEDRIC","R&D","Research Scientist","2",1987-06-23,"Marie","Bac Plus2","Nomade","France","100 KM",3291.000000,2.000000,"Non",0.000000,8.000000,7.000000,5.000000,1.000000,1.000000,2.000000
1.000000,"10825","VAN-IMPE","CHRISTIANE","R&D","Laboratory Technician","",1974-06-26,"Celibataire","Bac Plus2","Occasionnel","France","290 KM",4272.000000,0.000000,"Non",4.000000,16.000000,1.000000,0.000000,0.000000,0.000000,3.000000
1.000000,"10826","VANKEMMEL","MATTHIEU","R&D","Manufacturing Director","2",1987-06-23,"Marie","Sans","Occasionnel","France","80 KM",5056.000000,1.000000,"Oui",1.000000,10.000000,10.000000,7.000000,1.000000,2.000000,2.000000
1.000000,"10827","VAN OOTEGHEM","MARTINE","RH","Human Resources","",1978-06-25,"Marie","Bac Plus2","Occasionnel","France","10 KM",2844.000000,1.000000,"Non",1.000000,7.000000,7.000000,6.000000,5.000000,0.000000,2.000000
1.000000,"10828","VERMEEREN","MONIQUE","R&D","Research Scientist","1",1988-06-22,"Marie","Bac Plus2","Nomade","France","60 KM",2703.000000,1.000000,"Oui",1.000000,3.000000,3.000000,1.000000,0.000000,2.000000,2.000000
1.000000,"10829","CHEVALME","ANNE","R&D","Laboratory Technician","1",1998-06-20,"Celibataire","Sans","Sedentaire","France","80 KM",1904.000000,0.000000,"Non",1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,"10830","VANHEMS","MYRIAM","Ventes","Sales Executive","",1983-06-24,"Celibataire","Bac Plus3","Occasionnel","France","90 KM",8224.000000,0.000000,"Oui",0.000000,6.000000,5.000000,2.000000,0.000000,3.000000,3.000000
1.000000,"10831","VANCAMELBECK","Paul","R&D","Laboratory Technician","1",1975-06-26,"Marie","Bac Plus3","Occasionnel","France","120 KM",4766.000000,1.000000,"Oui",3.000000,6.000000,1.000000,0.000000,0.000000,0.000000,4.000000
1.000000,"10832","VANUXEM","KARINE","R&D","Laboratory Technician","1",1985-06-23,"Marie","Bac Plus2","Nomade","France","150 KM",2610.000000,1.000000,"Non",1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,5.000000
1.000000,"10833","VERMEULEN","MONIQUE","R&D","Healthcare Representative","1",1979-06-25,"Marie","Bac","Occasionnel","France","250 KM",5731.000000,2.000000,"Non",7.000000,9.000000,6.000000,2.000000,1.000000,3.000000,2.000000
1.000000,"10834","VALEMBERG","JOSIANE","R&D","Research Scientist","1",1989-06-22,"Marie","Bac Plus2","Occasionnel","France","60 KM",2539.000000,1.000000,"Non",1.000000,4.000000,4.000000,2.000000,2.000000,2.000000,0.000000
1.000000,"10835","VERCLEVEN FREMAUX","MARIE ANTOINETTE","Ventes","Sales Executive","1",1982-06-24,"Marie","Sans","Occasionnel","France","90 KM",5714.000000,0.000000,"Non",1.000000,6.000000,6.000000,5.000000,1.000000,3.000000,3.000000
1.000000,"10836","VANRAEFELGHEM","Christine","RH","Human Resources","1",1981-06-24,"Celibataire","Bac Plus3","Occasionnel","France","80 KM",4323.000000,0.000000,"Non",1.000000,6.000000,5.000000,4.000000,1.000000,4.000000,2.000000
1.000000,"10837","VERMEERSCH","ANDRE","Ventes","Sales Executive","1",1987-06-23,"Marie","Sans","Occasionnel","France","230 KM",7336.000000,1.000000,"Non",1.000000,11.000000,11.000000,8.000000,3.000000,10.000000,3.000000
1.000000,"10838","VANCAMPEN","DOMINIQUE","R&D","Research Director","1",1976-06-25,"Celibataire","Bac Plus3","Nomade","France","90 KM",13499.000000,0.000000,"Non",9.000000,20.000000,18.000000,7.000000,2.000000,13.000000,3.000000
1.000000,"10839","VANDAMME","NICOLAS","Ventes","Sales Executive","2",1974-06-26,"Inc","Bac Plus2","Nomade","France","120 KM",13758.000000,0.000000,"Oui",0.000000,22.000000,21.000000,9.000000,13.000000,14.000000,2.000000
1.000000,"10840","VLAEMYNCK","DANILE","Ventes","Sales Executive","1",1974-06-26,"Celibataire","Bac Plus3","Occasionnel","France","40 KM",5155.000000,0.000000,"Non",7.000000,9.000000,6.000000,4.000000,1.000000,5.000000,3.000000
1.000000,"10841","VANDAMME","NADINE","R&D","Laboratory Technician","1",1981-06-24,"Inc","Bac Plus3","Occasionnel","France","10 KM",2258.000000,1.000000,"Non",6.000000,10.000000,8.000000,0.000000,1.000000,7.000000,2.000000
